database;workloadName;phase;run;recordcount;operationcount;productsperorder;componentsperproduct;testparametercount;fieldlength;insertproportion;readproportion;scanproportion;updateproportion;onlynodes;index;overall time (ms);overall throughput (ops/sec);initialise average (ms);sys_load_avg min;sys_load_avg max;sys_load_avg average;sys_load_avg StdD;thread_count min;thread_count max;thread_count average;thread_count StdD;used_mem_mb min;used_mem_mb max;used_mem_mb average;used_mem_mb StdD;cleanup average;insert min (us);insert max (us);insert average (us);insert StdD (us);insertNode min (us);insertNode max (us);insertNode average (us);insertNode StdD (us);insertEdge min (us);insertEdge max (us);insertEdge average (us);insertEdge StdD (us);read min (us);read max (us);read average (us);read StdD (us);scan min (us);scan max (us);scan average (us);scan StdD (us)
sparksee;3.MostComplexProduct1000000Nodes;run;1;1;1000000;64;128;128;50;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0,389;;;;;0,103;;;;0,027;;;;0,143;;;;;;;;
sparksee;3.MostComplexProduct1000000Nodes;run;2;1;1000000;64;128;128;50;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0,404;;;;;0,028;;;;0,027;;;;0,027;;;;;;;;
sparksee;3.MostComplexProduct1000000Nodes;run;3;1;1000000;64;128;128;50;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0,414;;;;;0,09;;;;0,027;;;;0,124;;;;;;;;
orientdb;3.MostComplexProduct100000Nodes;load;1;1;100000;64;128;128;50;1;0;;0;FALSE;TRUE;17288;0,057843591;1,73E+07;1;1;1;0;3;7;5,333333333;0,002;15;34;24;0,008;92;3708;3709;3709;0;3708;3709;3709;0;;;;;;;;;;;;
orientdb;3.MostComplexProduct100000Nodes;load;2;1;100000;64;128;128;50;1;0;;0;FALSE;TRUE;19218;0,052034551;1,92E+07;1;2;1,666666667;0;3;7;5,333333333;0,002;15;35;23,33333333;0,008;84;3540;3541;3541;0;3540;3541;3541;0;;;;;;;;;;;;
orientdb;3.MostComplexProduct100000Nodes;load;3;1;100000;64;128;128;50;1;0;;0;FALSE;TRUE;18921;0,052851329;1,89E+07;2;2;2;0;3;7;5,333333333;0,002;15;34;21,66666667;0,009;69;3548;3549;3549;0;3548;3549;3549;0;;;;;;;;;;;;
orientdb;3.MostComplexProduct100000Nodes;run;1;1;100000;64;128;128;50;1;0;;0;FALSE;TRUE;50781;1969,240464;1450496;1;2;1,571428571;0;3;7;6,285714286;0,001;23;159;92;0,051;68;34;590847;237,357595;6,362;34;562687;218,79484;6,16;36;590847;255,9177515;6,557;;;;;;;;
orientdb;3.MostComplexProduct100000Nodes;run;2;1;100000;64;128;128;50;1;0;;0;FALSE;TRUE;30350;3294,892916;1327616;2;2;2;0;3;7;6;0,002;23;463;177;0,155;72;32;616959;136,6618837;4,618;32;616959;112,2448;4,107;33;552447;161,0755494;5,078;;;;;;;;
orientdb;3.MostComplexProduct100000Nodes;run;3;1;100000;64;128;128;50;1;0;;0;FALSE;TRUE;52870;1891,431814;1237504;2;2;2;0;3;7;6,285714286;0,001;23;376;185;0,111;68;32;611839;248,8168378;6,067;32;454143;239,85199;6,012;34;611839;257,7804307;6,123;;;;;;;;
sparksee;3.MostComplexProduct100000Nodes;load;1;1;100000;64;128;128;50;1;0;;0;FALSE;TRUE;768;1,302083333;517248;2;2;2;0;2;3;2,5;0,001;10;15;12,5;0,003;182464;947;947;947;0;947;947;947;0;;;;;;;;;;;;
sparksee;3.MostComplexProduct100000Nodes;load;2;1;100000;64;128;128;50;1;0;;0;FALSE;TRUE;773;1,293661061;323968;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;374912;981;981;981;0;981;981;981;0;;;;;;;;;;;;
sparksee;3.MostComplexProduct100000Nodes;load;3;1;100000;64;128;128;50;1;0;;0;FALSE;TRUE;1431;0,69881202;997632;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;364928;956;956;956;0;956;956;956;0;;;;;;;;;;;;
sparksee;3.MostComplexProduct100000Nodes;run;1;1;100000;64;128;128;50;1;0;;0;FALSE;TRUE;14991;6670,669068;331904;1;2;1,333333333;0;2;3;2,666666667;0;19;298;192;0,123;856320;40;4587;59,10809243;0,022;40;4587;50,79988;0,023;48;2749;67,41514188;0,018;;;;;;;;
sparksee;3.MostComplexProduct100000Nodes;run;2;1;100000;64;128;128;50;1;0;;0;FALSE;TRUE;14961;6684,045184;341376;1;1;1;0;2;3;2,666666667;0;18;299;192,3333333;0,124;911104;39;80703;59,58305919;0,225;39;4579;50,40734;0,026;48;80703;68,75749395;0,317;;;;;;;;
sparksee;3.MostComplexProduct100000Nodes;run;3;1;100000;64;128;128;50;1;0;;0;FALSE;TRUE;15172;6591,088848;272512;1;1;1;0;2;3;2,666666667;0;18;299;192;0,124;1077760;40;81343;59,7300389;0,185;40;81343;51,43692;0,258;48;12575;68,02199692;0,045;;;;;;;;
neo4j;1.SimpleProduct10000Nodes;load;1;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;5261;0,190077932;3423232;1;2;1,5;0,001;3;3;3;0;11;33;22;0,011;1271296;547328;547839;547584;0;547328;547839;547584;0;;;;;;;;;;;;
neo4j;1.SimpleProduct10000Nodes;load;2;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;5392;0,185459941;3372032;1;2;1,5;0,001;3;3;3;0;12;33;22,5;0,011;1464832;537600;538111;537856;0;537600;538111;537856;0;;;;;;;;;;;;
neo4j;1.SimpleProduct10000Nodes;load;3;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;5150;0,194174757;3322880;1;2;1,5;0,001;3;3;3;0;11;33;22;0,011;1285632;524288;524799;524544;0;524288;524799;524544;0;;;;;;;;;;;;
neo4j;1.SimpleProduct10000Nodes;run;1;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;2040257;4,901343311;1724928;1;2;1,640776699;0;3;11;9,975728155;0,001;16;151;76,96116505;0,03;3597312;54912;648191;87148,38128;39,917;54912;581119;84822,7888;39,658;56864;648191;88892,75008;40,022;;;;;;;;
neo4j;1.SimpleProduct10000Nodes;run;2;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;2031705;4,921974401;1869312;1;2;1,614634146;0;3;11;10,0195122;0,001;15;148;77,67804878;0,03;3271680;52704;635903;86790,63192;36,051;52704;635903;84185,7408;34,608;56928;565247;88744,49565;36,977;;;;;;;;
neo4j;1.SimpleProduct10000Nodes;run;3;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;2067626;4,836464622;2075136;1;2;1,677884615;0;3;11;10,02403846;0,001;15;155;76,89423077;0,03;3742720;54816;587775;88299,25664;41,07;54816;587775;85951,624;40,525;56736;567807;90060,15722;41,386;;;;;;;;
orientdb;1.SimpleProduct10000Nodes;load;1;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;15840;0,063131313;1,58E+07;1;1;1;0;3;7;5,333333333;0,002;15;35;24,66666667;0,008;83;4036;4037;4037;0;4036;4037;4037;0;;;;;;;;;;;;
orientdb;1.SimpleProduct10000Nodes;load;2;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;16547;0,060433916;1,65E+07;1;1;1;0;3;7;5,333333333;0,002;15;34;23;0,008;76;3536;3537;3537;0;3536;3537;3537;0;;;;;;;;;;;;
orientdb;1.SimpleProduct10000Nodes;load;3;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;16641;0,060092543;1,66E+07;2;2;2;0;3;7;5,333333333;0,002;15;35;24,33333333;0,008;69;4022;4023;4023;0;4022;4023;4023;0;;;;;;;;;;;;
orientdb;1.SimpleProduct10000Nodes;run;1;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;9535;1048,767698;1271296;1;2;1,5;0,001;3;6;4,5;0,002;17;106;61,5;0,045;114;32;279807;339,7944883;5,787;32;144511;290,6024;4,758;33;279807;376,6922442;6,451;;;;;;;;
orientdb;1.SimpleProduct10000Nodes;run;2;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;11384;878,4258609;1399296;2;2;2;0;3;7;5,333333333;0,002;17;59;37;0,017;113;32;215167;413,2159695;6,093;32;215167;368,2939;5,784;33;204927;446,9108911;6,315;;;;;;;;
orientdb;1.SimpleProduct10000Nodes;run;3;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;10903;917,1787581;1286656;2;3;2,666666667;0;3;7;5,333333333;0,002;17;40;31,33333333;0,01;106;32;308479;397,9574404;6,317;32;308479;406,9253;6,451;33;263935;391,2308731;6,215;;;;;;;;
sparksee;1.SimpleProduct10000Nodes;load;1;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;739;1,353179973;387456;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;287872;944;944;944;0;944;944;944;0;;;;;;;;;;;;
sparksee;1.SimpleProduct10000Nodes;load;2;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;745;1,342281879;323200;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;356480;976;976;976;0;976;976;976;0;;;;;;;;;;;;
sparksee;1.SimpleProduct10000Nodes;load;3;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;743;1,34589502;380800;2;2;2;0;2;3;2,5;0,001;10;14;12;0,002;299136;964;964;964;0;964;964;964;0;;;;;;;;;;;;
sparksee;1.SimpleProduct10000Nodes;run;1;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;2283;4380,201489;248000;1;1;1;0;2;3;2,5;0,001;12;65;38,5;0,027;349312;38;1610;57,615078;0,021;38;1610;48,0831;0,022;52;1063;64,76477648;0,018;;;;;;;;
sparksee;1.SimpleProduct10000Nodes;run;2;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;2282;4382,120947;280704;1;2;1,5;0,001;2;3;2,5;0,001;12;60;36;0,024;331136;38;1503;57,38265044;0,021;38;1503;47,5934;0,022;53;1127;64,72532253;0,018;;;;;;;;
sparksee;1.SimpleProduct10000Nodes;run;3;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;2344;4266,211604;214592;1;1;1;0;2;3;2,5;0,001;12;62;37;0,025;446080;38;1170;57,95902623;0,021;38;1170;47,882;0,022;53;952;65,51755176;0,017;;;;;;;;
apachejena;1.SimpleProduct10000Nodes;load;1;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;2184;0,457875458;1671680;3;3;3;0;2;3;2,5;0,001;12;59;35,5;0,024;183488;307200;307455;307328;0;307200;307455;307328;0;;;;;;;;;;;;
apachejena;1.SimpleProduct10000Nodes;load;2;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;2258;0,442869796;1891840;1;1;1;0;2;3;2,5;0,001;11;59;35;0,024;197824;144640;144767;144704;0;144640;144767;144704;0;;;;;;;;;;;;
apachejena;1.SimpleProduct10000Nodes;load;3;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;2051;0,48756704;1674752;1;1;1;0;2;3;2,5;0,001;11;59;35;0,024;186304;166400;166527;166464;0;166400;166527;166464;0;;;;;;;;;;;;
apachejena;1.SimpleProduct10000Nodes;run;1;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;2465830;4,055429612;447872;1;3;1,173387097;0;2;3;2,995967742;0;15;177;74,13709677;0,039;136384;54016;712703;105603,9678;65,066;54528;653823;104543,936;64,879;54016;712703;106399,0711;65,194;;;;;;;;
apachejena;1.SimpleProduct10000Nodes;run;2;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;2536271;3,942796334;449152;1;2;1,023529412;0;2;3;2,996078431;0;16;179;73,58823529;0,038;113824;51616;971263;108626,1334;70,802;51616;809471;107662,7984;70,678;52448;971263;109348,7069;70,887;;;;;;;;
apachejena;1.SimpleProduct10000Nodes;run;3;1;10000;1;1;1;50;1;0;;0;FALSE;TRUE;2437063;4,103299751;448896;1;2;1,028571429;0;2;3;2,995918367;0;15;185;75,46938776;0,04;172224;52416;893951;104371,6009;64,149;52416;709631;103130,1008;63,732;52864;893951;105302,8191;64,444;;;;;;;;
neo4j;3.MostComplexProduct10000Nodes;load;1;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;5407;0,184945441;3591168;1;1;1;0;3;3;3;0;11;32;21,5;0,011;1341952;455680;455935;455808;0;455680;455935;455808;0;;;;;;;;;;;;
neo4j;3.MostComplexProduct10000Nodes;load;2;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;6060;0,165016502;3490816;1;1;1;0;3;3;3;0;11;33;22;0,011;2025984;527360;527871;527616;0;527360;527871;527616;0;;;;;;;;;;;;
neo4j;3.MostComplexProduct10000Nodes;load;3;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;5758;0,173671414;3728384;1;1;1;0;3;3;3;0;12;33;22,5;0,011;1493504;515328;515583;515456;0;515328;515583;515456;0;;;;;;;;;;;;
neo4j;3.MostComplexProduct10000Nodes;run;1;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;2387376;4,188699225;1993216;1;2;1,745833333;0;3;11;10,05;0,001;15;134;69,57083333;0,024;3726336;55328;806399;118995,686;46,139;55328;806399;116742,1984;46,737;60192;677375;121248,7231;45,421;;;;;;;;
neo4j;3.MostComplexProduct10000Nodes;run;2;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;2354064;4,247972867;1653248;1;2;1,632911392;0;3;11;9,987341772;0,001;15;151;71,82278481;0,026;4080640;55840;1101823;117326,7929;43,322;55840;837631;115142,4656;42,502;60512;1101823;119510,6835;44,019;;;;;;;;
neo4j;3.MostComplexProduct10000Nodes;run;3;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;2343043;4,267954109;1953280;1;2;1,669491525;0;3;11;10,01694915;0,001;16;147;69,81355932;0,024;4006912;55488;602623;116764,5819;39,515;55488;602623;114769,3568;38,85;60384;598015;118759,4081;40,069;;;;;;;;
orientdb;3.MostComplexProduct10000Nodes;load;1;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;17474;0,057227881;1,75E+07;1;2;1,333333333;0;3;7;5,333333333;0,002;15;35;24,33333333;0,008;91;3636;3637;3637;0;3636;3637;3637;0;;;;;;;;;;;;
orientdb;3.MostComplexProduct10000Nodes;load;2;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;17308;0,057776751;1,73E+07;2;2;2;0;3;7;5,333333333;0,002;15;34;22,66666667;0,008;74;3730;3731;3731;0;3730;3731;3731;0;;;;;;;;;;;;
orientdb;3.MostComplexProduct10000Nodes;load;3;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;17298;0,057810151;1,73E+07;2;2;2;0;3;7;5,333333333;0,002;15;34;23,33333333;0,008;120;4172;4175;4174;0;4172;4175;4174;0;;;;;;;;;;;;
orientdb;3.MostComplexProduct10000Nodes;run;1;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;11079;902,6085387;1260032;1;2;1,666666667;0;3;7;5,333333333;0,002;17;142;82,66666667;0,051;75;32;209535;472,3959604;6,329;32;209535;502,8685;6,769;34;160383;441,9295141;5,857;;;;;;;;
orientdb;3.MostComplexProduct10000Nodes;run;2;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;10737;931,3588526;1240576;2;2;2;0;3;7;5,333333333;0,002;17;135;63,66666667;0,051;100;34;210047;456,5016998;6,196;34;210047;476,776;6,623;36;172031;436,2314537;5,737;;;;;;;;
orientdb;3.MostComplexProduct10000Nodes;run;3;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;11409;876,501008;1302016;2;2;2;0;3;7;5,333333333;0,002;17;154;75,33333333;0,058;74;34;290047;487,2793221;6,636;34;154239;484,7123;6,315;35;290047;489,8458308;6,943;;;;;;;;
sparksee;3.MostComplexProduct10000Nodes;load;1;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;1024;0,9765625;541952;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;420224;955;955;955;0;955;955;955;0;;;;;;;;;;;;
sparksee;3.MostComplexProduct10000Nodes;load;2;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;937;1,067235859;509312;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;361088;942;942;942;0;942;942;942;0;;;;;;;;;;;;
sparksee;3.MostComplexProduct10000Nodes;load;3;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;686;1,457725948;446336;1;1;1;0;2;3;2,5;0,001;10;15;12,5;0,003;170944;959;959;959;0;959;959;959;0;;;;;;;;;;;;
sparksee;3.MostComplexProduct10000Nodes;run;1;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;2088;4789,272031;264320;1;1;1;0;2;3;2,5;0,001;12;55;33,5;0,022;338048;38;1553;57,51139886;0,027;38;1553;50,0478;0,026;48;1552;64,9735053;0,026;;;;;;;;
sparksee;3.MostComplexProduct10000Nodes;run;2;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;2082;4803,073967;299904;1;1;1;0;2;3;2,5;0,001;12;53;32,5;0,021;308608;39;1965;56,93620638;0,028;39;1965;49,422;0,026;48;1409;64,44891022;0,028;;;;;;;;
sparksee;3.MostComplexProduct10000Nodes;run;3;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;2082;4803,073967;268672;1;1;1;0;2;3;2,5;0,001;12;55;33,5;0,022;355200;37;2979;56,23912609;0,03;37;1518;48,9734;0,023;47;2979;63,50339932;0,035;;;;;;;;
apachejena;3.MostComplexProduct10000Nodes;load;1;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;2178;0,459136823;1819136;2;2;2;0;2;3;2,5;0,001;11;59;35;0,024;194240;141312;141439;141376;0;141312;141439;141376;0;;;;;;;;;;;;
apachejena;3.MostComplexProduct10000Nodes;load;2;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;2211;0,452284034;1779200;1;1;1;0;2;3;2,5;0,001;11;59;35;0,024;255168;149888;150015;149952;0;149888;150015;149952;0;;;;;;;;;;;;
apachejena;3.MostComplexProduct10000Nodes;load;3;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;2464;0,405844156;2043392;1;1;1;0;2;3;2,5;0,001;11;59;35;0,024;185792;211072;211199;211136;0;211072;211199;211136;0;;;;;;;;;;;;
apachejena;3.MostComplexProduct10000Nodes;run;1;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;2647911;3,776561977;439680;1;2;1,214285714;0;2;3;2,996240602;0;15;190;81,60150376;0,046;97568;60608;724479;132293,1883;65,749;60736;654335;131637,552;66,056;60608;724479;132948,6935;65,434;;;;;;;;
apachejena;3.MostComplexProduct10000Nodes;run;2;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;2670894;3,744064721;450176;1;2;1,133828996;0;2;3;2,996282528;0;15;188;77,8401487;0,044;93088;56704;965631;133442,6469;71,414;56704;965631;132588,0656;71,361;59872;887295;134297,0574;71,456;;;;;;;;
apachejena;3.MostComplexProduct10000Nodes;run;3;1;10000;64;128;128;50;1;0;;0;FALSE;TRUE;2597951;3,849187302;446080;1;2;1,030651341;0;2;3;2,996168582;0;15;185;77,82758621;0,043;195648;55904;921087;129790,2466;67,408;58624;718335;129343,6848;67,631;55904;921087;130236,7191;67,182;;;;;;;;
orientdb;2.ComplexProductHour;load;1;1;21136660;64;128;128;50;1;0;;0;FALSE;TRUE;9750;0,102564103;9728000;2;2;2;0;3;6;4,5;0,002;15;34;24,5;0,01;66;3482;3483;3483;0;3482;3483;3483;0;;;;;;;;;;;;
orientdb;2.ComplexProductHour;load;2;1;21136660;64;128;128;50;1;0;;0;FALSE;TRUE;44724;0,02235936;4,44E+07;1;2;1,5;0,001;3;7;5,666666667;0,002;14;45;27,66666667;0,011;81;3516;3517;3517;0;3516;3517;3517;0;;;;;;;;;;;;
orientdb;2.ComplexProductHour;load;3;1;21136660;64;128;128;50;1;0;;0;FALSE;TRUE;35259;0,028361553;3,50E+07;2;2;2;0;3;7;5,4;0,002;9;44;26,4;0,013;86;3634;3635;3635;0;3634;3635;3635;0;;;;;;;;;;;;
orientdb;2.ComplexProductHour;run;1;1;21136660;64;128;128;50;1;0;;0;FALSE;TRUE;6561089;3221,517038;5998592;1;4;1,899696049;0;3;7;6,992401216;0;1313;13223;6844,231003;3,009;71;34;12959743;126,3133478;6,936;34;8970239;111,1791905;6,485;36;12959743;141,4456852;7,359;;;;;;;;
orientdb;2.ComplexProductHour;run;2;1;21136660;64;128;128;50;1;0;;0;FALSE;TRUE;6528280;3237,707329;5928960;1;3;1,899082569;0;3;7;6,993883792;0;1274;13247;6787,724771;3,028;147;32;12214271;123,5735762;7,362;32;12214271;107,5162081;7,082;34;8142847;139,6290134;7,631;;;;;;;;
orientdb;2.ComplexProductHour;run;3;1;21136660;64;128;128;50;1;0;;0;FALSE;TRUE;6458237;3272,821979;9089024;1;3;1,928902628;0;3;7;6,992272025;0;1300;13015;6854,567233;3,039;75;31;5292031;122,3781864;6,769;31;5292031;107,9442108;6,561;33;4919295;136,8104263;6,971;;;;;;;;
orientdb;1.ComplexProductSingle;load;1;1;1056833;64;128;128;50;1;0;;0;FALSE;TRUE;11982;0,083458521;1,20E+07;0;0;0;0;3;7;5,333333333;0,002;15;35;25,66666667;0,008;72;3828;3829;3829;0;3828;3829;3829;0;;;;;;;;;;;;
orientdb;1.ComplexProductSingle;load;2;1;1056833;64;128;128;50;1;0;;0;FALSE;TRUE;11919;0,083899656;1,19E+07;1;2;1,666666667;0;3;7;5,333333333;0,002;15;34;26;0,008;191;4068;4069;4069;0;4068;4069;4069;0;;;;;;;;;;;;
orientdb;1.ComplexProductSingle;load;3;1;1056833;64;128;128;50;1;0;;0;FALSE;TRUE;20676;0,048365254;2,07E+07;2;2;2;0;3;7;5,75;0,002;15;36;24,5;0,009;74;3702;3703;3703;0;3702;3703;3703;0;;;;;;;;;;;;
orientdb;1.ComplexProductSingle;run;1;1;1056833;64;128;128;50;1;0;;0;FALSE;TRUE;245236;4309,452935;1341952;1;2;1,615384615;0;3;7;6,807692308;0,001;74;1596;592,5;0,393;91;32;2492415;107,7927267;3,569;32;674815;90,20349478;2,714;34;2492415;125,3798286;4,256;;;;;;;;
orientdb;1.ComplexProductSingle;run;2;1;1056833;64;128;128;50;1;0;;0;FALSE;TRUE;295108;3581,173672;1431040;1;2;1,709677419;0;3;7;6,838709677;0,001;74;1743;646,3225806;0,46;78;32;2572287;131,0811493;6,036;32;1585151;109,7129726;5,208;34;2572287;152,4467383;6,763;;;;;;;;
orientdb;1.ComplexProductSingle;run;3;1;1056833;64;128;128;50;1;0;;0;FALSE;TRUE;301708;3502,833866;1407488;1;2;1,75;0;3;7;6,84375;0,001;74;1783;710,1875;0,436;75;35;3008511;134,1284841;5,839;35;3008511;119,7237208;5,568;36;1874943;148,5315031;6,098;;;;;;;;
sparksee;1.ComplexProductSingle;load;1;1;1056833;64;128;128;50;1;0;;0;FALSE;TRUE;1382;0,723589001;1040128;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;273280;944;944;944;0;944;944;944;0;;;;;;;;;;;;
sparksee;1.ComplexProductSingle;load;2;1;1056833;64;128;128;50;1;0;;0;FALSE;TRUE;1195;0,836820084;711936;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;418176;977;977;977;0;977;977;977;0;;;;;;;;;;;;
sparksee;1.ComplexProductSingle;load;3;1;1056833;64;128;128;50;1;0;;0;FALSE;TRUE;851;1,175088132;412800;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;373632;947;947;947;0;947;947;947;0;;;;;;;;;;;;
sparksee;1.ComplexProductSingle;run;1;1;1056833;64;128;128;50;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0,425;;;;;0,027;;;;0,025;;;;0,027;;;;;;;;
sparksee;1.ComplexProductSingle;run;2;1;1056833;64;128;128;50;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0,411;;;;;0,201;;;;0,027;;;;0,282;;;;;;;;
sparksee;1.ComplexProductSingle;run;3;1;1056833;64;128;128;50;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0,409;;;;;0,029;;;;0,027;;;;0,028;;;;;;;;
neo4j;4.ProbingNodeSize100kB;load;1;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;25389;0,039387136;3322880;1;2;1,5;0,001;3;8;5,5;0,003;12;39;29,5;0,01;2,15E+07;536064;536575;536320;0;536064;536575;536320;0;;;;;;;;;;;;
neo4j;4.ProbingNodeSize100kB;load;2;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;5174;0,193274063;3218432;2;2;2;0;3;3;3;0;11;36;23,5;0,013;1354240;565248;565759;565504;0;565248;565759;565504;0;;;;;;;;;;;;
neo4j;4.ProbingNodeSize100kB;load;3;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;5207;0,192049165;3308544;1;1;1;0;3;3;3;0;12;35;23,5;0,012;1291776;570880;571391;571136;0;570880;571391;571136;0;;;;;;;;;;;;
neo4j;4.ProbingNodeSize100kB;run;1;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;2886937;3,463878845;1769984;1;2;1,610344828;0;3;12;10,12413793;0,001;19;148;79,48965517;0,028;6105088;55616;10035199;122291,5728;83,295;55616;10035199;124855,9488;107,339;59200;4952063;120368,0984;59,087;;;;;;;;
neo4j;4.ProbingNodeSize100kB;run;2;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;2866032;3,489144573;1878528;1;2;1,479166667;0;3;12;10,08680556;0,001;18;140;80,62847222;0,029;8998912;59424;6950911;121252,8709;64,487;63584;6950911;124469,8096;76,259;59424;5136383;118839,9256;53,871;;;;;;;;
neo4j;4.ProbingNodeSize100kB;run;3;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;2917085;3,428079744;1593856;1;2;1,61774744;0;3;11;10,10921502;0,001;19;140;79,04778157;0,029;7481344;59328;10239999;123534,852;78,211;62560;754175;126270,3792;33,61;59328;10239999;121483,0015;99,237;;;;;;;;
orientdb;4.ProbingNodeSize100kB;load;1;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;17893;0,055887777;1,79E+07;1;1;1;0;3;7;5,333333333;0,002;15;39;24,66666667;0,01;82;4448;4451;4450;0;4448;4451;4450;0;;;;;;;;;;;;
orientdb;4.ProbingNodeSize100kB;load;2;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;17368;0,057577153;1,73E+07;2;2;2;0;3;7;5,333333333;0,002;15;38;24,33333333;0,01;95;4224;4227;4226;0;4224;4227;4226;0;;;;;;;;;;;;
orientdb;4.ProbingNodeSize100kB;load;3;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;17320;0,057736721;1,73E+07;1;2;1,333333333;0;3;7;5,333333333;0,002;15;38;25;0,01;88;4464;4467;4466;0;4464;4467;4466;0;;;;;;;;;;;;
orientdb;4.ProbingNodeSize100kB;run;1;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;59775;167,2940192;1340928;1;2;1,857142857;0;3;7;6,285714286;0,001;19;680;337,8571429;0,247;71;45;9175039;2040,268515;65,771;309;1958911;2275,8675;27,28;45;9175039;1863,551605;83,739;;;;;;;;
orientdb;4.ProbingNodeSize100kB;run;2;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;60278;165,8980059;1278464;1;2;1,5;0,001;3;7;6,375;0,001;19;850;571,375;0,311;93;44;13058047;2069,826419;87,184;312;513023;2251,8084;20,66;44;13058047;1933,326283;113,939;;;;;;;;
orientdb;4.ProbingNodeSize100kB;run;3;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;59589;167,8162077;1208832;1;2;1,714285714;0;3;7;6,285714286;0,001;19;946;607,4285714;0,325;94;46;12550143;2047,365549;84,073;311;12550143;3514,442;127,343;46;459007;946,9481698;14,273;;;;;;;;
sparksee;4.ProbingNodeSize100kB;load;1;1;10000;1;1;1;100000;1;0;;0;FALSE;TRUE;;;;;;;0;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;
